timestamp,label,frame,activity,posture,burst,spread,window_label,window_motion,window_motion_mean,window_motion_peak,window_posture,window_burst,window_spread,active_ratio,peaks
1783539635.447,empty,42462,0.121676,0.000000,0.079052,0.000000,静止,0.167780,0.091218,0.217672,0.131767,0.241382,0.000000,0.000000,0
1783539635.474,empty,42463,0.070269,0.000000,0.038220,0.000000,静止,0.167734,0.091087,0.217672,0.131767,0.241382,0.000000,0.000000,0
1783539635.504,empty,42464,0.037012,0.000000,0.011846,0.000000,静止,0.167499,0.090414,0.217672,0.131767,0.241382,0.000000,0.000000,0
1783539635.535,empty,42465,0.015508,0.000000,0.000000,0.000000,静止,0.167115,0.089318,0.217672,0.131767,0.241382,0.000000,0.000000,0
1783539635.565,empty,42466,0.000000,0.000000,0.000000,0.000000,静止,0.166632,0.087938,0.217672,0.131767,0.241382,0.000000,0.000000,0
1783539635.592,empty,42467,0.000000,0.000000,0.000000,0.000000,静止,0.166149,0.086559,0.217672,0.131767,0.241382,0.000000,0.000000,0
1783539635.623,empty,42468,0.000000,0.000000,0.000000,0.000000,静止,0.165983,0.086084,0.217672,0.131767,0.241382,0.000000,0.000000,0
1783539635.654,empty,42469,0.000000,0.000000,0.000000,0.000000,静止,0.165983,0.086084,0.217672,0.131767,0.241382,0.000000,0.000000,0
1783539635.682,empty,42470,0.000000,0.000000,0.000000,0.000000,静止,0.165983,0.086083,0.217672,0.131767,0.241382,0.000000,0.000000,0
1783539635.714,empty,42471,0.000000,0.000000,0.000000,0.000000,静止,0.165983,0.086084,0.217672,0.131767,0.241382,0.000000,0.000000,0
1783539635.745,empty,42472,0.000000,0.000000,0.000000,0.000000,静止,0.165983,0.086083,0.217672,0.070203,0.241382,0.000000,0.000000,0
1783539635.773,empty,42473,0.000000,0.000000,0.009287,0.000000,静止,0.165983,0.086084,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539635.804,empty,42474,0.000000,0.000000,0.049730,0.000000,静止,0.165983,0.086083,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539635.834,empty,42475,0.003474,0.013901,0.075545,0.000000,静止,0.165984,0.086087,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539635.867,empty,42476,0.010213,0.000000,0.091838,0.000000,静止,0.165900,0.085846,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539635.893,empty,42477,0.009264,0.000000,0.042720,0.000000,静止,0.165830,0.085648,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539635.923,empty,42478,0.001561,0.000000,0.011013,0.000000,静止,0.165746,0.085407,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539635.952,empty,42479,0.000000,0.000000,0.000000,0.000000,静止,0.165685,0.085233,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539635.982,empty,42480,0.000000,0.000000,0.000000,0.000000,静止,0.165622,0.085054,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539636.013,empty,42481,0.000000,0.000000,0.000000,0.000000,静止,0.165559,0.084871,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539636.044,empty,42482,0.000000,0.000000,0.000000,0.000000,静止,0.165494,0.084687,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539636.075,empty,42483,0.000000,0.000000,0.000000,0.000000,静止,0.165331,0.084221,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539636.104,empty,42484,0.000000,0.000000,0.000000,0.000000,静止,0.165106,0.083577,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539636.136,empty,42485,0.000000,0.000000,0.000000,0.000000,静止,0.164965,0.083174,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539636.164,empty,42486,0.000000,0.000000,0.000000,0.000000,静止,0.164769,0.082616,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539636.196,empty,42487,0.000000,0.043778,0.000000,0.000000,静止,0.164540,0.081960,0.217672,0.054399,0.241382,0.000000,0.000000,0
1783539636.224,empty,42488,0.000000,0.075785,0.000000,0.000000,静止,0.164289,0.081244,0.217672,0.075785,0.241382,0.000000,0.000000,0
1783539636.253,empty,42489,0.000000,0.124987,0.000000,0.000000,静止,0.164026,0.080492,0.217672,0.124987,0.241382,0.000000,0.000000,0
1783539636.283,empty,42490,0.000000,0.190452,0.000000,0.000000,静止,0.163756,0.079720,0.217672,0.190452,0.241382,0.000000,0.000000,0
1783539636.314,empty,42491,0.000000,0.231572,0.000000,0.000000,静止,0.163330,0.078502,0.217672,0.231572,0.241382,0.000000,0.000000,0
1783539636.344,empty,42492,0.000000,0.222606,0.000000,0.000000,静止,0.162805,0.077004,0.217672,0.231572,0.241382,0.000000,0.000000,0
1783539636.373,empty,42493,0.000000,0.215920,0.000000,0.000000,静止,0.162215,0.075317,0.217672,0.231572,0.241382,0.000000,0.000000,0
1783539636.404,empty,42494,0.000000,0.238508,0.000000,0.000000,静止,0.161515,0.073530,0.217672,0.238508,0.241382,0.000000,0.000000,0
1783539636.437,empty,42495,0.000000,0.259777,0.000000,0.000000,静止,0.160410,0.071673,0.217672,0.259777,0.241382,0.000000,0.000000,0
1783539636.463,empty,42496,0.000000,0.319683,0.000000,0.000000,静止,0.158924,0.069778,0.217672,0.319683,0.241382,0.000000,0.000000,0
1783539636.491,empty,42497,0.000000,0.360013,0.000000,0.000000,静止,0.158427,0.068359,0.217672,0.360013,0.241382,0.000000,0.000000,0
1783539636.522,empty,42498,0.000000,0.325439,0.000000,0.000000,静止,0.158043,0.067263,0.217672,0.360013,0.241382,0.000000,0.000000,0
1783539636.552,empty,42499,0.000000,0.301901,0.000000,0.000000,静止,0.157734,0.066378,0.217672,0.360013,0.241382,0.000000,0.000000,0
1783539636.584,empty,42500,0.000000,0.285514,0.000000,0.000000,静止,0.157473,0.065633,0.217672,0.360013,0.241382,0.000000,0.000000,0
1783539636.616,empty,42501,0.000000,0.335295,0.000000,0.000000,静止,0.157127,0.064645,0.217672,0.360013,0.241382,0.000000,0.000000,0
1783539636.649,empty,42502,0.000000,0.364796,0.000000,0.000000,静止,0.156859,0.063878,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539636.675,empty,42503,0.000000,0.349969,0.000000,0.000000,静止,0.156510,0.062883,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539636.704,empty,42504,0.000000,0.275598,0.000000,0.000000,静止,0.156112,0.061746,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539636.733,empty,42505,0.000000,0.208503,0.000000,0.000000,静止,0.155684,0.060522,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539636.792,empty,42506,0.000000,0.173634,0.007343,0.000000,静止,0.155241,0.059256,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539636.823,empty,42507,0.000000,0.150605,0.019650,0.000000,静止,0.154831,0.058084,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539636.854,empty,42508,0.000000,0.126386,0.021503,0.000000,静止,0.154461,0.057028,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539636.884,empty,42509,0.000000,0.100151,0.022618,0.000000,静止,0.154119,0.056052,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539636.914,empty,42510,0.000000,0.082938,0.029243,0.000000,静止,0.153797,0.055130,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539636.948,empty,42511,0.000000,0.071576,0.027410,0.000000,静止,0.153541,0.054400,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539636.974,empty,42512,0.000000,0.083030,0.001939,0.000000,静止,0.153390,0.053967,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539637.005,empty,42513,0.000000,0.126979,0.000000,0.000000,静止,0.153246,0.053556,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539637.040,empty,42514,0.000000,0.159521,0.000000,0.000000,静止,0.153107,0.053161,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539637.063,empty,42515,0.000000,0.187645,0.000000,0.000000,静止,0.152931,0.052655,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539637.095,empty,42516,0.000000,0.206826,0.000000,0.000000,静止,0.152631,0.051800,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539637.125,empty,42517,0.000000,0.218219,0.000000,0.000000,静止,0.152179,0.050508,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539637.182,empty,42518,0.000000,0.241133,0.000000,0.000000,静止,0.151624,0.048922,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539637.211,empty,42519,0.000000,0.254725,0.000000,0.000000,静止,0.150186,0.047156,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539637.243,empty,42520,0.000000,0.262286,0.000000,0.000000,静止,0.147966,0.045280,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539637.275,empty,42521,0.000000,0.265952,0.000000,0.000000,静止,0.144656,0.043239,0.217672,0.364796,0.241382,0.000000,0.000000,0
1783539637.303,empty,42522,0.000000,0.147577,0.000000,0.000000,静止,0.141299,0.041205,0.217672,0.364796,0.241382,0.000000,0.000000,0
