timestamp,label,frame,activity,posture,burst,spread,window_label,window_motion,window_motion_mean,window_motion_peak,window_posture,window_burst,window_spread,active_ratio,peaks
1783540158.824,right_wave,7479,0.311054,6.265815,0.353350,0.133333,疑似蹲下/起立,1.019098,0.377633,1.580378,15.355245,1.446159,0.161000,0.080000,1
1783540158.847,right_wave,7480,0.250602,6.244268,0.308421,0.141667,疑似蹲下/起立,1.017124,0.371992,1.580378,15.355245,1.446159,0.160333,0.080000,1
1783540158.880,right_wave,7481,0.193153,6.259877,0.264180,0.133333,疑似蹲下/起立,1.014402,0.364216,1.580378,15.355245,1.446159,0.159583,0.080000,1
1783540158.905,right_wave,7482,0.155811,6.270023,0.233095,0.141667,疑似蹲下/起立,1.004329,0.355052,1.580378,15.162189,1.446159,0.158833,0.080000,1
1783540158.940,right_wave,7483,0.113178,6.298645,0.189766,0.158333,疑似蹲下/起立,0.990869,0.344801,1.580378,14.667637,1.446159,0.158250,0.080000,1
1783540158.972,right_wave,7484,0.103827,6.295222,0.161602,0.150000,疑似蹲下/起立,0.975204,0.334028,1.580378,14.305836,1.446159,0.157500,0.080000,1
1783540158.994,right_wave,7485,0.097750,6.292997,0.143296,0.158333,疑似蹲下/起立,0.952766,0.321903,1.580378,13.964886,1.446159,0.156250,0.070000,1
1783540159.025,right_wave,7486,0.063598,6.291550,0.111592,0.158333,疑似蹲下/起立,0.923004,0.308596,1.580378,13.196519,1.446159,0.155083,0.060000,1
1783540159.056,right_wave,7487,0.041399,6.290610,0.090985,0.158333,疑似蹲下/起立,0.889625,0.294274,1.580378,12.226284,1.446159,0.154083,0.050000,1
1783540159.085,right_wave,7488,0.079430,6.361758,0.090638,0.158333,疑似蹲下/起立,0.854227,0.279818,1.580378,11.593825,1.446159,0.153167,0.040000,1
1783540159.118,right_wave,7489,0.104151,6.365934,0.090413,0.158333,疑似蹲下/起立,0.813105,0.265273,1.580378,11.147419,1.446159,0.152333,0.030000,0
1783540159.174,right_wave,7490,0.120219,6.337947,0.090266,0.141667,疑似蹲下/起立,0.745272,0.250672,1.410887,10.844362,1.323758,0.151750,0.020000,0
1783540159.204,right_wave,7491,0.130663,6.319756,0.090171,0.150000,疑似蹲下/起立,0.679107,0.237869,1.221525,10.586932,1.176572,0.151333,0.010000,0
1783540159.234,right_wave,7492,0.143283,6.305931,0.090109,0.141667,疑似蹲下/起立,0.625403,0.227087,1.072281,10.413908,1.063284,0.150833,0.000000,0
1783540159.272,right_wave,7493,0.151485,6.296946,0.090069,0.141667,疑似蹲下/起立,0.598979,0.217879,0.889166,10.255438,1.063284,0.150417,0.000000,0
1783540159.293,right_wave,7494,0.150986,6.249973,0.090043,0.133333,疑似蹲下/起立,0.578709,0.210639,0.889166,10.065346,1.063284,0.149917,0.000000,0
1783540159.326,right_wave,7495,0.156492,6.219441,0.129337,0.141667,疑似蹲下/起立,0.564917,0.205043,0.889166,9.977386,1.063284,0.149500,0.000000,0
1783540159.361,right_wave,7496,0.140636,6.198661,0.094029,0.133333,疑似蹲下/起立,0.555209,0.200472,0.889166,9.977386,1.063284,0.149083,0.000000,0
1783540159.417,right_wave,7497,0.130329,6.170886,0.071079,0.150000,疑似蹲下/起立,0.549127,0.196832,0.889166,9.977386,1.063284,0.148917,0.000000,0
1783540159.478,right_wave,7498,0.093015,6.152833,0.056162,0.133333,疑似蹲下/起立,0.544407,0.193227,0.889166,9.977386,1.063284,0.148333,0.000000,0
1783540159.504,right_wave,7499,0.068761,6.141098,0.062264,0.150000,疑似蹲下/起立,0.541622,0.189909,0.889166,9.977386,1.063284,0.147917,0.000000,0
1783540159.537,right_wave,7500,0.083610,6.136215,0.111281,0.150000,疑似蹲下/起立,0.540068,0.187085,0.889166,9.977386,1.063284,0.147167,0.000000,0
1783540159.598,right_wave,7501,0.161795,6.182492,0.164254,0.116667,疑似蹲下/起立,0.539431,0.185266,0.889166,9.977386,1.063284,0.146417,0.000000,0
1783540159.631,right_wave,7502,0.212615,6.163121,0.198687,0.133333,疑似蹲下/起立,0.530417,0.181883,0.889166,9.977386,1.063284,0.145917,0.000000,0
1783540159.658,right_wave,7503,0.503330,6.199981,0.665544,0.158333,疑似蹲下/起立,0.521652,0.179745,0.889166,9.977386,1.063284,0.145833,0.000000,0
1783540159.687,right_wave,7504,1.042064,6.247291,1.137903,0.141667,疑似蹲下/起立,0.545470,0.181914,1.042064,9.977386,1.137903,0.145583,0.000000,0
1783540159.714,right_wave,7505,1.493181,6.278042,1.611619,0.050000,疑似蹲下/起立,0.666013,0.188207,1.493181,9.582574,1.611619,0.144417,0.010000,0
